232	7b5dfea6-7e79-49a5-ac8f-d3acdac7a640	4	CAAU5166441	PIL	DSM	2021-12-09	2022-01-30	2021-12-14 08:24:19.416793+00	2021-12-14 08:24:19.416803+00	3	Guangzhou	CP0223147	40HQ
188	01baf8c2-6aab-435a-a64e-43ab86cf74f7	4	PCIU8709986	PIL	DSM	2021-11-05	2021-12-20	2021-11-10 02:49:39.336533+00	2021-11-10 02:49:39.336543+00	3	Guangzhou	CM0779362	40HQ
240	7f942337-0cb3-42b1-af8b-83766ab3c361	4	TRHU2794589	HPL	DSM	2021-12-13	2022-01-30	2021-12-18 08:24:57.684682+00	2021-12-18 08:24:57.6847+00	3	Guangzhou	HLG1941388	20HQ
254	abda0a53-d5c7-4bc4-a606-1fe75947eaf4	4	TCNU4860048	ZIM	DSM	2021-12-24	2022-02-05	2021-12-29 05:33:54.024038+00	2021-12-29 05:33:54.024052+00	3	Guangzhou	A4210810044	40HQ
180	135ca024-6059-4349-b3d8-7d94265892bf	4	PCIU9164155	PIL	DSM	2021-10-29	2021-12-10	2021-11-02 03:40:43.538754+00	2021-11-02 03:40:43.538764+00	3	Guangzhou	CP0190661	40HQ
159	38bf6f48-198a-4462-81c1-bb425da8d558	4	PCIU9452439	PIL	DSM	2021-10-14	2021-11-30	2021-10-21 08:45:12.105849+00	2021-10-21 08:45:12.105858+00	3	Guangzhou	CP0190651	40HQ
242	a7b823ea-a780-4d25-9038-aafa3541ae37	4	JXLU7806976	ZIM	DSM	2021-12-16	2021-01-25	2021-12-20 07:21:52.789784+00	2021-12-20 07:21:52.789795+00	3	Guangzhou	A420538073	40HQ
208	958b71de-7c32-412a-8946-ff38c6bb8bf8	4	TCKU7151273	ZIM	DSM	2021-11-20	2022-01-25	2021-11-25 01:43:19.158041+00	2021-11-25 01:43:19.158078+00	3	Guangzhou	A4210804904	40HQ
204	3717cf90-fc95-4999-9e5c-03e15e820e65	4	TCKU7332456	ZIM	DSM	2021-11-13	2022-01-25	2021-11-20 06:16:28.014741+00	2021-11-20 06:16:28.014749+00	3	Guangzhou	A4210806656	40HQ
220	ddaab5ef-f69a-4b01-9ba8-b0fed1182f74	4	PCIU8994292	PIL	DSM	2021-11-28	2022-01-20	2021-12-07 05:30:49.443874+00	2021-12-07 05:30:49.443892+00	3	Guangzhou	CP0223146	40HQ
167	2801ae78-3bbc-45fb-9c01-7fefecd8a1ec	4	PCIU8984714	PIL	DSM	2021-10-22	2021-11-30	2021-10-26 06:52:07.57017+00	2021-10-26 06:52:07.570183+00	3	Guangzhou	CP0220870	40HQ
214	3c45af2a-2372-4299-b9d5-7aaee3e990e7	4	PCIU8966639	PIL	DSM	2021-11-27	2022-01-20	2021-12-02 03:48:16.243223+00	2021-12-02 03:48:16.243232+00	3	Guangzhou	CP0220861	40HQ
212	9ef4df6b-749e-4833-842c-541441349474	4	TLLU4444102	ZIM	DSM	2021-11-20	2022-01-25	2021-11-29 06:37:25.474971+00	2021-11-29 06:37:25.474984+00	3	Guangzhou	A4210804998	40HQ
182	caad4dee-1fa8-4ad2-8624-47ec84d4715b	4	PCIU8762358	PIL	DSM	2021-11-02	2021-12-20	2021-11-04 06:01:26.959416+00	2021-11-04 06:01:26.959425+00	3	Guangzhou	CM0779366	40HQ
230	026b2663-b8f9-44dd-98d2-ca8819de4250	4	TGHU6072427	PIL	DSM	2021-12-08	2022-01-30	2021-12-14 05:28:47.538945+00	2021-12-14 05:28:47.538957+00	3	Guangzhou	CP0223048	40HQ
224	5e95d9f9-d88a-45f9-b6bd-1bef3ce72d42	4	CAIU7031664	PIL	DSM	2021-11-28	2021-12-28	2021-12-08 05:36:00.407728+00	2021-12-08 05:36:00.407741+00	3	Guangzhou	CM0989376	40HQ
273	b50b84bc-2ea9-4480-bd89-910a59c65e1e	4	PCIU9476256	PIL	DSM	2022-01-11	2022-02-04	2022-01-14 01:57:13.81963+00	2022-01-14 01:57:13.81964+00	3	Yiwu	CP0156473	40HQ
196	1f8e2ccd-d78f-4345-985d-985146dccc91	4	TRHU2453690	ZIM	DSM	2021-12-24	2022-01-31	2021-11-17 03:07:54.764495+00	2021-11-17 03:07:54.76451+00	3	Guangzhou	A4210811942	20HQ
238	09487ad4-d4d9-48ad-b8ba-2715615b82a9	4	JXLU7828091	ZIM	DSM	2021-12-15	2022-01-25	2021-12-18 06:26:54.613076+00	2021-12-18 06:26:54.613088+00	3	Guangzhou	A4210538071	40HQ
252	1f5edfe1-a7f8-48ef-868b-4ddf7e4f3136	4	CAIU8580123	PIL	DSM	2021-12-25	2022-02-15	2021-12-28 08:05:39.2008+00	2021-12-28 08:05:39.20081+00	3	Guangzhou	CP0220950	40HQ
244	909ab682-3ea4-43bc-82ae-728446fc7f88	4	SEGU5428536	ZIM	DSM	2021-12-17	2022-01-31	2021-12-21 07:19:28.484769+00	2021-12-21 07:19:28.484782+00	3	Guangzhou	A4210810050	40HQ
234	2f3d72d5-9749-4e12-9a94-76ab2b4eb466	4	GCXU5098530	PIL	DSM	2021-12-09	2022-01-25	2021-12-15 03:02:08.646575+00	2021-12-15 03:02:08.646585+00	3	Guangzhou	CP0222952	40HQ
236	847a1242-2ba7-4984-80db-819534dc0d0d	4	BEAU5074894	HPL	DSM	2021-12-13	2022-01-25	2021-12-17 06:43:01.345031+00	2021-12-17 06:43:01.345042+00	3	Guangzhou	HLG1941890	40HQ
248	3efe868f-72a9-42f4-8ab5-30ea57e98550	4	ZCSU7595169	ZIM	DSM	2021-12-22	2022-01-30	2021-12-24 07:46:50.341423+00	2021-12-24 07:46:50.341437+00	3	Guangzhou	A4210811868	40HQ
246	db614e44-b256-4102-b6d0-06c5a80db64f	4	GAOU6136510	ZIM	DSM	2021-12-17	2022-01-25	2021-12-24 05:42:03.063131+00	2021-12-24 05:42:03.063146+00	3	Guangzhou	A4210810047	40HQ
258	488c4f09-7bb4-4649-92be-0b5b5c0718c2	4	PCIU9338431	PIL	DSM	2021-12-31	2022-02-15	2022-01-03 06:35:16.35253+00	2022-01-03 06:35:16.35254+00	3	Guangzhou	CP0223197	40HQ
250	01d391a3-e5de-461c-b1fe-4498576c057a	4	ZCSU7423175	ZIM	DSM	2021-12-23	2022-02-05	2021-12-27 06:27:43.620466+00	2021-12-27 06:27:43.620479+00	3	Guangzhou	A4210811927	40HQ
260	deae9127-4a60-450f-842d-736789d91512	4	PCIU9243188	PIL	DSM	2021-12-30	2022-02-10	2022-01-05 03:08:40.946727+00	2022-01-05 03:08:40.946737+00	3	Guangzhou	CP0223194	40HQ
262	65a2c7d3-9d7f-484d-97a5-cd40accca45b	4	HPCU4269544	PIL	DSM	2022-01-04	2022-02-14	2022-01-06 07:09:09.740319+00	2022-01-06 07:09:09.740329+00	3	Guangzhou	CP0380923	40HQ
264	13a032af-8f54-4884-a68b-0825d4019ea9	4	HPCU4270817	PIL	DSM	2022-01-04	2022-02-14	2022-01-07 02:32:02.28147+00	2022-01-07 02:32:02.281482+00	3	Guangzhou	CP0380929	40HQ
170	b8d9b21d-eb41-48fe-8839-80c139d002d4	4	TEMU1448382	ZIM	DSM	2021-10-22	2021-11-30	2021-10-27 06:33:42.486097+00	2021-10-27 06:33:42.486107+00	3	Guangzhou	A4210535266	20HQ
190	e51c0745-b7a9-4604-8f0f-7aff7f19ffc1	4	PCIU9509494	PIL	DSM	2021-11-05	2021-12-20	2021-11-11 05:47:47.698772+00	2021-11-11 05:47:47.698783+00	3	Guangzhou	CM0779364	40HQ
87	eb1dc814-bc75-43d4-91a9-f936566f9d1d	4	GCXU5048099	PIL	DSM	2021-08-29	2021-09-30	2021-09-04 06:04:15.015637+00	2021-09-04 06:04:15.015649+00	1	Guangzhou	CP0191002	40HQ
143	bc8e4683-f78c-47a6-b1d8-99f393a124ee	4	TGHU9161106	HPL	DSM	2021-10-06	2021-11-25	2021-10-11 08:48:11.606895+00	2021-10-11 08:48:11.606904+00	3	Guangzhou	HLG0012375	40HQ
98	1f1fc2c5-74c5-41e1-af80-8163da2d4b0f	4	PCIU8540767	PIL	DSM	2021-09-06	2021-10-31	2021-09-08 07:59:24.8426+00	2021-09-08 07:59:24.84261+00	3	Guangzhou	CM0606082	40HQ
132	104650db-750f-4d6b-9548-2e4875f23ad9	4	PCIU8761500	PIL	DSM	2021-09-28	2021-11-20	2021-10-04 06:01:29.345082+00	2021-10-04 06:01:29.345095+00	3	Guangzhou	CP0220838	40HQ
100	7a923746-c046-4df6-9ca2-4210894f10c6	4	PCIU8912186	PIL	DSM	2021-09-07	2021-10-31	2021-09-09 06:51:43.354585+00	2021-09-09 06:51:43.354597+00	3	Guangzhou	CP0192372	40HQ
141	f4f3d477-b201-44e8-b76c-0f7a03c352df	4	CAIU9331167	PIL	DSM	2021-09-19	2021-11-20	2021-10-11 07:09:00.882271+00	2021-10-11 07:09:00.882282+00	3	Guangzhou	CM0991082	40HQ
107	d9e0781f-b954-4b7f-8e87-6b7722d20928	4	PCIU8662981	PIL	DSM	2021-09-08	2021-10-31	2021-09-13 09:37:53.272003+00	2021-09-13 09:37:53.272012+00	3	Guangzhou	CP0220885	40HQ
93	43e73155-88dd-42f6-a4ae-e6e35d068893	4	GCXU5046748	PIL	DSM	2021-09-01	2021-10-31	2021-09-07 08:35:07.772712+00	2021-09-07 08:35:07.772721+00	3	Guangzhou	CP0192601	40HQ
109	c9488771-bb6a-4fec-95de-eb644f2e96c4	4	PCIU9125483	PIL	DSM	2021-09-12	2021-11-20	2021-09-16 02:57:03.866805+00	2021-09-16 02:57:03.866814+00	3	Guangzhou	CP0197125	40HQ
103	2372b19b-2b8d-4a99-81b0-428d674dd085	4	PCIU9351217	PIL	DSM	2021-09-07	2021-10-31	2021-09-11 07:22:01.739366+00	2021-09-11 07:22:01.739381+00	3	Guangzhou	CP0192356	40HQ
102	8cd54762-4e5c-499d-9bf1-e54c10bcacee	4	PCIU9076265	PIL	DSM	2021-09-10	2021-10-31	2021-09-11 07:13:25.565003+00	2021-09-11 07:13:25.565012+00	3	Guangzhou	CP0192617	40HQ
95	06095c0d-3e73-43ad-b0f4-bf3dd9b54edd	4	ZCSU6581849	ZIM	DSM	2021-09-05	2021-11-20	2021-09-08 03:03:17.147145+00	2021-09-08 03:03:17.147171+00	3	Guangzhou	A4210536613	40HQ
105	11b3f1b7-528c-496c-866f-ac011d834d3a	4	PCIU9237694	PIL	DSM	2021-09-10	2021-10-30	2021-09-13 06:14:06.688246+00	2021-09-13 06:14:06.688255+00	3	Guangzhou	CP0192355	40HQ
137	c47b26ba-84c8-4fce-b61f-2a391013654f	4	GCXU5186523	PIL	DSM	2021-09-30	2021-11-20	2021-10-06 07:07:26.554132+00	2021-10-06 07:07:26.554144+00	3	Guangzhou	CP0220833	40HQ
111	b785a35b-3b6d-47e8-9c6e-090e5be8c239	4	PCIU8847964	PIL	DSM	2021-09-11	2021-11-20	2021-09-17 02:54:24.390966+00	2021-09-17 02:54:24.390976+00	3	Guangzhou	CP0220847	40HQ
94	031c3484-35f9-4a55-9854-d7b5c35749c2	4	PCIU8724002	PIL	DSM	2021-09-03	2021-10-31	2021-09-07 09:51:43.545215+00	2021-09-07 09:51:43.545223+00	3	Guangzhou	CP0192363	40HQ
92	02e8af31-4078-4639-bd96-f01c1d2e2281	4	BSIU8001295	PIL	DSM	2021-09-02	2021-10-31	2021-09-07 06:49:54.72641+00	2021-09-07 06:49:54.72642+00	3	Guangzhou	CM0779734	40HQ
118	f2b71ead-c888-461e-98cb-58cff7bb736d	4	PCIU8764094	PIL	DSM	2021-09-18	2021-11-30	2021-09-24 02:27:28.180473+00	2021-09-24 02:27:28.180489+00	3	Guangzhou	CP0197030	40HQ
97	1ae3bb67-8ea1-4c7d-bc1e-6ff066e6219d	4	PCIU8730725	PIL	DSM	2021-09-03	2021-10-31	2021-09-08 06:42:14.976761+00	2021-09-08 06:42:14.97677+00	3	Guangzhou	CP0192352	40HQ
113	96817dda-d782-4826-926d-5527e1474fa1	4	HLXU8459106	HPL	DSM	2021-09-14	2021-10-30	2021-09-18 06:17:24.775003+00	2021-09-18 06:17:24.775014+00	3	Guangzhou	HLG0009037	40HQ
101	95660fc1-9102-408c-9d00-7fa6c814ddce	4	PCIU9072932	PIL	DSM	2021-09-05	2021-10-31	2021-09-09 07:41:22.519542+00	2021-09-09 07:41:22.519554+00	3	Guangzhou	CP0192380	40HQ
126	a9dfab01-de6a-489f-b579-de5682258bfc	4	PCIU8883724	PIL	DSM	2021-09-24	2021-11-20	2021-09-29 05:46:35.361432+00	2021-09-29 05:46:35.361442+00	3	Guangzhou	CP0223506	40HQ
124	8b92aed2-6e89-4e71-ac60-13880144f560	4	CAIU7103086	PIL	DSM	2021-09-23	2021-11-15	2021-09-28 06:42:56.537904+00	2021-09-28 06:42:56.537914+00	3	Guangzhou	CP0220839	40HQ
91	16599dbd-5028-444b-932d-228de6394ba5	4	BSIU9625716	PIL	DSM	2021-08-31	2021-10-31	2021-09-07 06:41:11.348301+00	2021-09-07 06:41:11.34831+00	3	Guangzhou	CP0192615	40HQ
128	e5d34380-bc28-4e54-abd9-cb60d745bcc1	4	PCIU9168989	PIL	DSM	2021-09-24	2021-11-20	2021-09-30 06:17:18.726625+00	2021-09-30 06:17:18.726635+00	3	Guangzhou	CP0197116	40HQ
96	19bff11b-3af2-4dd0-a8dc-aa690717c569	4	PCIU8688970	PIL	DSM	2021-09-06	2021-11-20	2021-09-08 05:35:13.824416+00	2021-09-08 05:35:13.824427+00	3	Guangzhou	CM0978526	40HQ
136	672333f5-37cf-421d-b776-5d70832984c0	4	PCIU9227232	PIL	DSM	2021-09-29	2021-11-20	2021-10-06 06:58:17.67021+00	2021-10-06 06:58:17.670227+00	3	Guangzhou	CP0224179	40HQ
140	a6837a9e-3551-4079-b0c6-80c5e1718738	4	SEGU5813701	HPL	DSM	2021-10-04	2021-11-27	2021-10-09 03:35:10.438814+00	2021-10-09 03:35:10.438824+00	3	Guangzhou	HLG0006334	40HQ
117	684d43c0-80f8-4b35-9edf-575b574ff96f	4	PCIU9102929	PIL	DSM	2021-09-16	2021-11-20	2021-09-24 01:49:09.330636+00	2021-09-24 01:49:09.330647+00	3	Guangzhou	CP0197026	40HQ
99	4d8c909f-8495-4cc7-8fd9-5c9fb7c63cb3	4	PCIU9174338	PIL	DSM	2021-09-04	2021-10-31	2021-09-09 05:49:13.448917+00	2021-09-09 05:49:13.448929+00	3	Guangzhou	CM0987108	40HQ
112	4d4ee753-bf44-4284-8340-a5aee2fabcc6	4	PCIU9261854	PIL	DSM	2021-09-15	2021-10-30	2021-09-17 09:32:26.195926+00	2021-09-17 09:32:26.195942+00	3	Guangzhou	CP0220932	40HQ
133	9eed944f-6c75-476a-a5dd-8aedb91d56ea	4	CAIU9930437	PIL	DSM	2021-08-30	2021-10-30	2021-10-04 08:09:26.611172+00	2021-10-04 08:09:26.611184+00	3	Guangzhou	CP0224018	40HQ
125	3123eccf-300a-42cc-ab28-6d9783be97f5	4	PCIU9353842	PIL	DSM	2021-09-23	2021-11-15	2021-09-29 02:20:15.082043+00	2021-09-29 02:20:15.082073+00	3	Guangzhou	CP0220863	40HQ
134	8a109bdd-eff7-418a-bc45-6ce2ebf75954	4	BSIU8006867	PIL	DSM	2021-09-28	2021-11-20	2021-10-05 01:51:10.477768+00	2021-10-05 01:51:10.477777+00	3	Guangzhou	CP0220819	40HQ
139	cd26675f-b973-4ebd-bd1a-fd923bddc58f	4	FDCU0174682	HPL	DSM	2021-10-04	2021-11-25	2021-10-08 06:22:26.762699+00	2021-10-08 06:22:26.762709+00	3	Guangzhou	HLG0011543	40HQ
121	61842c99-518f-441d-9f07-c48409d6897d	4	TEMU6507256	PIL	DSM	2021-09-22	2021-11-15	2021-09-25 03:03:48.470965+00	2021-09-25 03:03:48.470975+00	3	Guangzhou	CP0220832	40HQ
115	69df07da-2d34-4283-be70-2495f37726aa	4	PCIU8937918	PIL	DSM	2021-09-16	2021-11-20	2021-09-22 07:20:55.037656+00	2021-09-22 07:20:55.037666+00	3	Guangzhou	CP0197013	40HQ
129	5e737500-7cc1-4401-ba3c-a91596fe47f5	4	TLLU5221382	ZIM	DSM	2021-09-26	2021-11-20	2021-09-30 07:50:28.003817+00	2021-09-30 07:50:28.003833+00	3	Guangzhou	A4200209560	40HQ
135	e9a1383c-a9c3-4e04-a72e-ea3f19031f66	4	PCIU9151688	PIL	DSM	2021-09-29	2021-10-20	2021-10-06 02:11:50.631329+00	2021-10-06 02:11:50.63134+00	3	Guangzhou	CP0224126	40HQ
130	d9cda246-182c-40f5-967a-f11a9b500647	4	TCLU6370417	ZIM	DSM	2021-09-26	2021-11-20	2021-10-04 01:56:49.199774+00	2021-10-04 01:56:49.199784+00	3	Guangzhou	A4200209551	40HQ
131	2229f007-810e-4577-8fd1-74fd68a1f64f	4	PCIU9156210	PIL	DSM	2021-09-27	2021-11-20	2021-10-04 02:07:42.889517+00	2021-10-04 02:07:42.889527+00	3	Guangzhou	CP0224013	40HQ
138	5c216a20-b79a-4b7b-9df3-bb19be57b477	4	TGHU9662854	PIL	DSM	2021-09-30	2021-10-30	2021-10-08 06:12:27.633337+00	2021-10-08 06:12:27.633346+00	3	Guangzhou	CP0220825	40HQ
108	ec60562f-0b9a-4707-bd5a-ce9c52bdb43d	4	PCIU8940228	PIL	DSM	2021-09-11	2021-11-20	2021-09-14 05:37:01.666738+00	2021-09-14 05:37:01.666747+00	3	Guangzhou	CP0220842	40HQ
122	889a596a-23f8-4611-b624-511224f46e83	4	PCIU8664789	PIL	DSM	2021-09-22	2021-11-15	2021-09-27 02:45:21.359557+00	2021-09-27 02:45:21.359565+00	3	Guangzhou	CP0220845	40HQ
120	6e83ba1d-c973-449e-9e32-d3ac9f956ee7	4	BSIU9496331	PIL	DSM	2021-09-18	2021-11-20	2021-09-25 01:31:33.155196+00	2021-09-25 01:31:33.155208+00	3	Guangzhou	CP0220840	40HQ
114	d4149d33-d0e2-4abc-879f-9a20bbc5280d	4	PCIU8563910	PIL	DSM	2021-09-15	2021-11-20	2021-09-22 03:29:42.61691+00	2021-09-22 03:29:42.61692+00	3	Guangzhou	CM0987006	40HQ
106	643e9ba1-cfb1-44b7-9ccc-7f853e1c9983	4	PCIU9072629	PIL	DSM	2021-09-09	2021-11-20	2021-09-13 08:30:13.71369+00	2021-09-13 08:30:13.713699+00	3	Guangzhou	CP0220900	40HQ
104	0253dbfd-c102-4ced-8aec-f8f30c0357ee	4	GCXU5005538	ZIM	DSM	2021-09-11	2021-11-20	2021-09-13 06:07:33.831013+00	2021-09-13 06:07:33.831024+00	3	Guangzhou	TB619312	40HQ
110	c6d6f450-915d-4bfd-9d5f-fa533db74319	4	TGBU6170078	HPL	DSM	2021-09-13	2021-11-20	2021-09-17 02:17:38.672521+00	2021-09-17 02:17:38.672535+00	3	Guangzhou	HLG0019077	40HQ
116	429e1fb8-0648-4ca3-95b7-d852f05417e1	4	HLBU2247186	HPL	DSM	2021-09-14	2021-10-30	2021-09-23 06:21:27.51898+00	2021-09-23 06:21:27.518995+00	3	Guangzhou	HLG0009182	40HQ
144	dc1b7adb-ce35-463e-a2d7-e394011b5351	4	HLXU8514501	HPL	DSM	2021-10-07	2021-11-30	2021-10-14 05:49:45.521225+00	2021-10-14 05:49:45.521238+00	3	Guangzhou	HLG1939929	40HQ
127	05043991-1155-4c84-a770-f3aa357231f6	4	ZCSU8955320	ZIM	DSM	2021-09-25	2021-11-20	2021-09-30 02:13:38.066108+00	2021-09-30 02:13:38.066117+00	3	Guangzhou	A4200209553	40HQ
123	fd6e00de-8b63-4e3e-b473-a1271c852c6d	4	CAIU7090707	PIL	DSM	2021-09-19	2021-11-20	2021-09-27 06:28:04.301399+00	2021-09-27 06:28:04.301415+00	3	Guangzhou	CP0197055	40HQ
150	c27c83fc-f39d-4f35-9376-eb20b7b21355	4	TGBU5859674	HPL	DSM	2021-10-09	2021-11-20	2021-10-16 06:56:42.098929+00	2021-10-16 06:56:42.098938+00	3	Guangzhou	HLG1931844	40HQ
86	d09fc657-7447-4163-bdc7-d07d5af6047a	4	PCIU8937380	PIL	DSM	2021-08-28	2021-10-10	2021-09-04 03:29:44.900895+00	2021-09-04 03:29:44.900903+00	3	Guangzhou	CP0191043	40HQ
146	b33b99a7-839d-4783-bcc9-3979e7786364	4	HLBU2026837	HPL	DSM	2021-10-08	2021-12-04	2021-10-14 07:20:15.208544+00	2021-10-14 07:20:15.208556+00	3	Guangzhou	HLG0012274	40HQ
165	a3cadc52-3f61-4fd9-89a1-fab194e0f5d1	4	PCIU9452866	PIL	DSM	2021-10-21	2021-11-30	2021-10-26 06:06:05.623735+00	2021-10-26 06:06:05.623745+00	3	Guangzhou	CP0188212	40HQ
256	01f1db96-b431-47ce-9818-3272833a0b8d	4	HPCU4267541	PIL	DSM	2021-12-27	2022-02-06	2021-12-31 03:01:51.689353+00	2021-12-31 03:01:51.68937+00	3	Guangzhou	CP0223078	40HQ
274	65686d4f-3c15-4185-923d-b73e9d78060d	4	PCIU9334333	PIL	DSM	2022-01-11	2022-02-20	2022-01-14 01:58:48.469198+00	2022-01-14 01:58:48.469208+00	3	Yiwu	CP0366835	40HQ
53	c39217bd-0570-46f1-a473-efe3202aa841	4	PCIU9289379	PIL	DSM	2021-08-11	2021-10-28	2021-08-21 07:45:17.371093+00	2021-08-21 07:45:17.371103+00	3	Guangzhou	CM0990474	40HQ
76	8021b086-ba6a-408b-8d2b-75a3e2cf3c1a	4	BEAU5033149	ZIM	DSM	2021-08-21	2021-10-10	2021-09-01 09:31:33.149957+00	2021-09-01 09:31:33.149967+00	3	Guangzhou	A4200209760	40HQ
